UoM_Wireless1,UoM_Wireless6,UoM_Wireless11,eduroam1,eduroam6,eduroam11,Jungle Book10,PROLINK_H5004NK_8766E11,UNIC-wifi11,id
-68.0,-100.0,-100.0,-69.0,-100.0,-100.0,-61.0,-85.0,-100.0,6.0
-100.0,-72.0,-79.0,-100.0,-73.0,-79.0,-100.0,-100.0,-100.0,5.0
-100.0,-85.0,-85.0,-100.0,-100.0,-72.0,-88.0,-100.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-77.0,-56.0,-100.0,4.0
-79.0,-56.0,-92.0,-100.0,-53.0,-100.0,-78.0,-60.0,-100.0,1.0
-100.0,-76.0,-82.0,-93.0,-68.0,-83.0,-100.0,-100.0,-100.0,7.0
-68.0,-100.0,-100.0,-67.0,-100.0,-100.0,-58.0,-100.0,-100.0,6.0
-91.0,-88.0,-90.0,-93.0,-100.0,-88.0,-87.0,-100.0,-100.0,2.0
-100.0,-72.0,-81.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-80.0,-59.0,-84.0,-100.0,-59.0,-82.0,-100.0,-64.0,-100.0,1.0
-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,4.0
-89.0,-76.0,-81.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,7.0
-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,6.0
-100.0,-72.0,-80.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,5.0
-92.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-86.0,-61.0,-84.0,-100.0,-60.0,-100.0,-100.0,-57.0,-100.0,1.0
-92.0,-76.0,-80.0,-100.0,-74.0,-73.0,-100.0,-100.0,-100.0,7.0
-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-73.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-66.0,-100.0,4.0
-100.0,-77.0,-85.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-100.0,-84.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,2.0
-81.0,-58.0,-92.0,-100.0,-55.0,-92.0,-100.0,-69.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-79.0,-84.0,-100.0,-69.0,-83.0,-100.0,-100.0,-100.0,7.0
-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,6.0
-84.0,-55.0,-77.0,-85.0,-54.0,-80.0,-100.0,-100.0,-100.0,5.0
-100.0,-100.0,-83.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,2.0
-83.0,-57.0,-100.0,-82.0,-55.0,-100.0,-100.0,-64.0,-100.0,1.0
-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,4.0
-100.0,-77.0,-81.0,-90.0,-70.0,-81.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,6.0
-93.0,-92.0,-89.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,2.0
-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,4.0
-85.0,-57.0,-89.0,-100.0,-56.0,-100.0,-100.0,-65.0,-100.0,1.0
-92.0,-79.0,-81.0,-100.0,-70.0,-80.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-72.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-79.0,-100.0,6.0
-72.0,-48.0,-83.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-89.0,-90.0,-100.0,-100.0,-91.0,-100.0,-90.0,-100.0,2.0
-100.0,-77.0,-81.0,-91.0,-77.0,-100.0,-100.0,-100.0,-100.0,7.0
-82.0,-56.0,-100.0,-85.0,-56.0,-100.0,-73.0,-67.0,-100.0,1.0
-64.0,-92.0,-100.0,-67.0,-100.0,-100.0,-100.0,-82.0,-100.0,6.0
-82.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-74.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-73.0,-53.0,-84.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-88.0,-87.0,-85.0,-100.0,-100.0,-84.0,-100.0,-92.0,-100.0,2.0
-100.0,-82.0,-84.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,7.0
-82.0,-62.0,-87.0,-100.0,-61.0,-83.0,-100.0,-66.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-73.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-79.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-60.0,-100.0,4.0
-100.0,-83.0,-85.0,-100.0,-100.0,-90.0,-100.0,-87.0,-100.0,2.0
-100.0,-61.0,-89.0,-100.0,-61.0,-90.0,-100.0,-65.0,-100.0,1.0
-82.0,-85.0,-93.0,-100.0,-78.0,-100.0,-100.0,-58.0,-100.0,8.0
-100.0,-83.0,-82.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,7.0
-70.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-81.0,-100.0,6.0
-73.0,-52.0,-75.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-100.0,-79.0,-88.0,-100.0,-79.0,-88.0,-88.0,-100.0,2.0
-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-60.0,-100.0,4.0
-100.0,-84.0,-81.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,7.0
-87.0,-61.0,-100.0,-100.0,-61.0,-91.0,-86.0,-65.0,-100.0,1.0
-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-87.0,-100.0,6.0
-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-74.0,-46.0,-100.0,8.0
-78.0,-51.0,-77.0,-79.0,-100.0,-100.0,-79.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-87.0,-100.0,-83.0,-100.0,-100.0,-90.0,-100.0,-91.0,-100.0,2.0
-100.0,-85.0,-81.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-61.0,-91.0,-100.0,-60.0,-100.0,-100.0,-63.0,-100.0,1.0
-81.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-63.0,-100.0,4.0
-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-58.0,-78.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,5.0
-81.0,-84.0,-100.0,-79.0,-100.0,-100.0,-100.0,-61.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-89.0,-100.0,-79.0,-100.0,-100.0,-78.0,-100.0,-86.0,-100.0,2.0
-91.0,-82.0,-84.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,7.0
-89.0,-58.0,-91.0,-100.0,-58.0,-100.0,-100.0,-63.0,-100.0,1.0
-70.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-63.0,-74.0,-100.0,-62.0,-75.0,-100.0,-100.0,-100.0,5.0
-76.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,4.0
-86.0,-89.0,-91.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-86.0,-74.0,-80.0,-74.0,-100.0,-79.0,-100.0,-89.0,-100.0,2.0
-100.0,-72.0,-83.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-59.0,-87.0,-87.0,-57.0,-90.0,-100.0,-62.0,-100.0,1.0
-66.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-67.0,-73.0,-100.0,-63.0,-73.0,-100.0,-100.0,-100.0,5.0
-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-60.0,-100.0,4.0
-89.0,-75.0,-82.0,-100.0,-90.0,-82.0,-82.0,-100.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-93.0,-74.0,-82.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-60.0,-88.0,-100.0,-60.0,-100.0,-86.0,-66.0,-100.0,1.0
-83.0,-91.0,-100.0,-100.0,-100.0,-100.0,-74.0,-61.0,-100.0,8.0
-70.0,-100.0,-100.0,-66.0,-100.0,-100.0,-57.0,-100.0,-100.0,6.0
-100.0,-65.0,-100.0,-100.0,-65.0,-74.0,-73.0,-100.0,-100.0,5.0
-88.0,-92.0,-80.0,-80.0,-100.0,-73.0,-100.0,-91.0,-100.0,2.0
-93.0,-80.0,-84.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,7.0
-100.0,-56.0,-87.0,-85.0,-56.0,-100.0,-100.0,-66.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-77.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-66.0,-100.0,4.0
-70.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,6.0
-82.0,-67.0,-79.0,-100.0,-54.0,-79.0,-100.0,-100.0,-100.0,5.0
-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,8.0
-100.0,-71.0,-87.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,2.0
-100.0,-76.0,-92.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,7.0
-86.0,-57.0,-88.0,-84.0,-57.0,-100.0,-100.0,-76.0,-100.0,1.0
-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,6.0
-76.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-58.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-67.0,-75.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,5.0
-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,8.0
-100.0,-76.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,7.0
-90.0,-71.0,-89.0,-100.0,-69.0,-91.0,-100.0,-100.0,-100.0,2.0
-86.0,-58.0,-90.0,-100.0,-58.0,-100.0,-100.0,-62.0,-100.0,1.0
-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-73.0,-75.0,-100.0,-71.0,-77.0,-100.0,-100.0,-100.0,5.0
-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,4.0
-85.0,-87.0,-100.0,-73.0,-100.0,-100.0,-100.0,-58.0,-100.0,8.0
-100.0,-83.0,-86.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,7.0
-85.0,-56.0,-90.0,-85.0,-55.0,-100.0,-100.0,-68.0,-100.0,1.0
-68.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-90.0,-71.0,-85.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,2.0
-100.0,-70.0,-73.0,-100.0,-70.0,-73.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-75.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-59.0,-100.0,4.0
-100.0,-78.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,7.0
-79.0,-57.0,-90.0,-100.0,-55.0,-89.0,-100.0,-68.0,-100.0,1.0
-100.0,-88.0,-82.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,2.0
-67.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,8.0
-100.0,-72.0,-77.0,-100.0,-71.0,-76.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-79.0,-93.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,7.0
-83.0,-56.0,-100.0,-80.0,-57.0,-100.0,-88.0,-100.0,-100.0,1.0
-92.0,-74.0,-83.0,-100.0,-89.0,-85.0,-82.0,-100.0,-100.0,2.0
-78.0,-100.0,-100.0,-78.0,-100.0,-100.0,-65.0,-100.0,-100.0,6.0
-100.0,-71.0,-73.0,-100.0,-69.0,-70.0,-100.0,-100.0,-100.0,5.0
-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-74.0,-62.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-87.0,-85.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-59.0,-100.0,-100.0,-59.0,-100.0,-87.0,-100.0,-100.0,1.0
-91.0,-77.0,-85.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,2.0
-83.0,-100.0,-100.0,-79.0,-100.0,-100.0,-63.0,-100.0,-100.0,6.0
-100.0,-72.0,-74.0,-100.0,-71.0,-73.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-87.0,-100.0,-93.0,-85.0,-100.0,-100.0,-74.0,-61.0,-100.0,8.0
-100.0,-73.0,-100.0,-100.0,-70.0,-88.0,-100.0,-100.0,-100.0,7.0
-82.0,-55.0,-100.0,-100.0,-56.0,-100.0,-81.0,-68.0,-100.0,1.0
-73.0,-100.0,-100.0,-68.0,-100.0,-100.0,-70.0,-100.0,-100.0,6.0
-100.0,-80.0,-85.0,-100.0,-77.0,-80.0,-77.0,-87.0,-100.0,2.0
-76.0,-100.0,-100.0,-76.0,-100.0,-100.0,-73.0,-58.0,-100.0,4.0
-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-80.0,-65.0,-100.0,4.0
-100.0,-73.0,-77.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,5.0
-83.0,-91.0,-100.0,-81.0,-100.0,-100.0,-76.0,-56.0,-100.0,4.0
-100.0,-72.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-83.0,-72.0,-100.0,-100.0,-52.0,-100.0,-82.0,-100.0,-100.0,1.0
-87.0,-90.0,-100.0,-81.0,-100.0,-100.0,-74.0,-62.0,-100.0,8.0
-78.0,-100.0,-100.0,-76.0,-100.0,-100.0,-60.0,-100.0,-100.0,6.0
-92.0,-74.0,-87.0,-100.0,-100.0,-91.0,-84.0,-100.0,-100.0,2.0
-100.0,-69.0,-77.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,5.0
-80.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,4.0
-100.0,-78.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-82.0,-52.0,-100.0,-81.0,-51.0,-100.0,-100.0,-69.0,-100.0,1.0
-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-81.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-74.0,-79.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,5.0
-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,4.0
-100.0,-86.0,-91.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-53.0,-94.0,-100.0,-53.0,-100.0,-100.0,-68.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-77.0,-59.0,-100.0,4.0
-100.0,-78.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,7.0
-83.0,-55.0,-100.0,-82.0,-54.0,-100.0,-72.0,-68.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-74.0,-100.0,-100.0,-72.0,-100.0,-100.0,-54.0,-100.0,-100.0,6.0
-100.0,-69.0,-75.0,-100.0,-71.0,-77.0,-100.0,-100.0,-100.0,5.0
-85.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-58.0,-100.0,4.0
-100.0,-79.0,-100.0,-100.0,-79.0,-96.0,-100.0,-100.0,-100.0,7.0
-79.0,-53.0,-100.0,-100.0,-55.0,-100.0,-70.0,-71.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,6.0
-100.0,-71.0,-74.0,-100.0,-69.0,-79.0,-100.0,-100.0,-100.0,5.0
-87.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-63.0,-100.0,4.0
-100.0,-81.0,-100.0,-100.0,-72.0,-92.0,-100.0,-100.0,-100.0,7.0
-81.0,-55.0,-100.0,-81.0,-61.0,-100.0,-100.0,-69.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-100.0,-73.0,-78.0,-100.0,-71.0,-78.0,-100.0,-100.0,-100.0,5.0
-82.0,-53.0,-91.0,-100.0,-51.0,-100.0,-100.0,-67.0,-100.0,1.0
-71.0,-100.0,-100.0,-74.0,-91.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-68.0,-75.0,-100.0,-70.0,-72.0,-100.0,-100.0,-100.0,5.0
-100.0,-71.0,-76.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-79.0,-85.0,-100.0,-74.0,-88.0,-100.0,-100.0,-100.0,7.0
-69.0,-90.0,-100.0,-67.0,-100.0,-100.0,-56.0,-100.0,-100.0,6.0
-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-88.0,-63.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-86.0,-88.0,-100.0,-82.0,-91.0,-100.0,-100.0,-100.0,7.0
-69.0,-100.0,-100.0,-69.0,-88.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-79.0,-79.0,-100.0,-100.0,-89.0,-100.0,-87.0,-100.0,2.0
-69.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-60.0,-100.0,4.0
-100.0,-66.0,-74.0,-100.0,-68.0,-74.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-71.0,-84.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,7.0
-93.0,-76.0,-83.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,2.0
-73.0,-100.0,-100.0,-71.0,-89.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-56.0,-90.0,-100.0,-56.0,-100.0,-100.0,-69.0,-100.0,1.0
-100.0,-64.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,5.0
-81.0,-89.0,-100.0,-80.0,-100.0,-100.0,-100.0,-62.0,-100.0,4.0
-100.0,-73.0,-88.0,-89.0,-72.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-86.0,-91.0,-81.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,2.0
-67.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-81.0,-56.0,-89.0,-83.0,-57.0,-100.0,-100.0,-71.0,-100.0,1.0
-100.0,-66.0,-77.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,5.0
-100.0,-82.0,-85.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,7.0
-86.0,-74.0,-80.0,-85.0,-100.0,-75.0,-78.0,-84.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-76.0,-100.0,-100.0,-76.0,-100.0,-100.0,-57.0,-100.0,-100.0,6.0
-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-78.0,-64.0,-100.0,4.0
-82.0,-54.0,-85.0,-100.0,-52.0,-86.0,-70.0,-70.0,-100.0,1.0
-100.0,-70.0,-72.0,-100.0,-73.0,-73.0,-100.0,-100.0,-100.0,5.0
-100.0,-73.0,-100.0,-100.0,-69.0,-100.0,-90.0,-100.0,-100.0,7.0
-90.0,-73.0,-80.0,-100.0,-100.0,-78.0,-82.0,-100.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-72.0,-100.0,-100.0,-76.0,-83.0,-100.0,-59.0,-100.0,-100.0,6.0
-82.0,-61.0,-89.0,-100.0,-62.0,-100.0,-78.0,-67.0,-100.0,1.0
-100.0,-70.0,-71.0,-100.0,-70.0,-71.0,-81.0,-100.0,-100.0,5.0
-79.0,-89.0,-100.0,-100.0,-100.0,-100.0,-74.0,-66.0,-100.0,4.0
-100.0,-71.0,-100.0,-100.0,-67.0,-100.0,-87.0,-100.0,-100.0,7.0
-74.0,-100.0,-100.0,-72.0,-100.0,-100.0,-51.0,-100.0,-100.0,6.0
-86.0,-93.0,-78.0,-100.0,-91.0,-73.0,-82.0,-100.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-74.0,-75.0,-100.0,-76.0,-70.0,-100.0,-100.0,-100.0,5.0
-75.0,-89.0,-100.0,-71.0,-100.0,-100.0,-100.0,-60.0,-100.0,4.0
-90.0,-74.0,-86.0,-100.0,-71.0,-85.0,-100.0,-100.0,-100.0,7.0
-76.0,-82.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-78.0,-79.0,-100.0,-100.0,-78.0,-100.0,-88.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-73.0,-75.0,-100.0,-70.0,-70.0,-100.0,-100.0,-100.0,5.0
-100.0,-53.0,-100.0,-100.0,-53.0,-92.0,-100.0,-71.0,-100.0,1.0
-92.0,-52.0,-92.0,-100.0,-51.0,-100.0,-100.0,-71.0,-100.0,1.0
-100.0,-85.0,-85.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,7.0
-76.0,-88.0,-100.0,-100.0,-94.0,-100.0,-100.0,-64.0,-100.0,4.0
-72.0,-87.0,-100.0,-72.0,-90.0,-100.0,-100.0,-100.0,-100.0,6.0
-87.0,-93.0,-78.0,-86.0,-100.0,-100.0,-100.0,-84.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-100.0,-76.0,-100.0,-75.0,-73.0,-100.0,-100.0,-100.0,5.0
-100.0,-76.0,-100.0,-100.0,-75.0,-84.0,-100.0,-100.0,-100.0,7.0
-79.0,-100.0,-100.0,-76.0,-100.0,-100.0,-55.0,-100.0,-100.0,6.0
-90.0,-77.0,-81.0,-100.0,-90.0,-73.0,-100.0,-100.0,-100.0,2.0
-81.0,-88.0,-100.0,-75.0,-85.0,-100.0,-80.0,-61.0,-100.0,4.0
-100.0,-72.0,-75.0,-100.0,-74.0,-69.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-76.0,-90.0,-100.0,-77.0,-86.0,-96.0,-100.0,-100.0,7.0
-75.0,-100.0,-100.0,-100.0,-88.0,-100.0,-53.0,-100.0,-100.0,6.0
-89.0,-100.0,-82.0,-100.0,-100.0,-79.0,-77.0,-100.0,-100.0,2.0
-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-68.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-72.0,-82.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-70.0,-81.0,-100.0,-70.0,-74.0,-100.0,-100.0,-100.0,5.0
-72.0,-100.0,-100.0,-100.0,-88.0,-100.0,-52.0,-100.0,-100.0,6.0
-89.0,-92.0,-79.0,-80.0,-100.0,-73.0,-85.0,-100.0,-100.0,2.0
-100.0,-84.0,-87.0,-100.0,-82.0,-83.0,-100.0,-100.0,-100.0,7.0
-78.0,-88.0,-100.0,-100.0,-87.0,-100.0,-100.0,-65.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-73.0,-71.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-51.0,-100.0,-86.0,-51.0,-100.0,-100.0,-71.0,-100.0,1.0
-90.0,-52.0,-100.0,-100.0,-51.0,-100.0,-84.0,-72.0,-100.0,1.0
-69.0,-91.0,-100.0,-71.0,-87.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-52.0,-94.0,-100.0,-52.0,-100.0,-86.0,-100.0,-100.0,1.0
-86.0,-52.0,-100.0,-83.0,-51.0,-100.0,-79.0,-71.0,-100.0,1.0
-85.0,-77.0,-78.0,-86.0,-100.0,-76.0,-100.0,-91.0,-100.0,2.0
-100.0,-64.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-79.0,-89.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-82.0,-52.0,-100.0,-100.0,-53.0,-100.0,-100.0,-66.0,-100.0,1.0
-76.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-67.0,-100.0,4.0
-71.0,-91.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-92.0,-79.0,-100.0,-100.0,-80.0,-100.0,-91.0,-100.0,2.0
-100.0,-70.0,-77.0,-100.0,-71.0,-69.0,-100.0,-100.0,-100.0,5.0
-87.0,-52.0,-100.0,-100.0,-53.0,-100.0,-100.0,-67.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-73.0,-100.0,-100.0,-74.0,-88.0,-100.0,-100.0,-89.0,-100.0,6.0
-100.0,-82.0,-88.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,7.0
-80.0,-100.0,-100.0,-81.0,-100.0,-100.0,-71.0,-65.0,-100.0,4.0
-100.0,-79.0,-80.0,-100.0,-80.0,-75.0,-83.0,-100.0,-100.0,2.0
-100.0,-64.0,-100.0,-100.0,-67.0,-78.0,-100.0,-100.0,-100.0,5.0
-100.0,-79.0,-92.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-53.0,-100.0,-100.0,-53.0,-100.0,-84.0,-100.0,-100.0,1.0
-71.0,-100.0,-100.0,-73.0,-90.0,-100.0,-54.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-91.0,-81.0,-100.0,-91.0,-79.0,-92.0,-88.0,-100.0,2.0
